strategy,decision_date,execution_date,ticker,ETF_id,name,open,close,prev_qty,target_qty,delta_qty,side,prev_value_open,target_value_open,delta_value_open,trade_turnover_value,day_turnover_value,commission_allocated,day_commission,nav_open_pre,nav_open_post,nav_close,daily_return,stock_ratio,cash_weight,target_sleeve_weight,target_portfolio_weight,prev_portfolio_weight_open,actual_portfolio_weight_open,cash_after_rebalance,rebalanced
A3,2026-03-31,2026-04-01,139260,ETF_003,TIGER 200 IT,77999.0,80021.0,0.0,401.0,401.0,BUY,0.0,31277599.0,31277599.0,31277599.0,94915309.0,4691.63985,14237.29635,100000000.0,99985762.70365,101036858.70365,0.0103685870365,0.95,0.05,0.33,0.3135,0.0,0.312820527185499,5070453.703649998,True
A3,2026-03-31,2026-04-01,266390,ETF_006,KODEX 경기소비재,10604.0,10668.0,0.0,2956.0,2956.0,BUY,0.0,31345424.0,31345424.0,31345424.0,94915309.0,4701.8136,14237.29635,100000000.0,99985762.70365,101036858.70365,0.0103685870365,0.95,0.05,0.33,0.3135,0.0,0.3134988737637116,5070453.703649998,True
A3,2026-03-31,2026-04-01,266410,ETF_007,KODEX 필수소비재,9481.0,9496.0,0.0,3406.0,3406.0,BUY,0.0,32292286.0,32292286.0,32292286.0,94915309.0,4843.8429,14237.29635,100000000.0,99985762.70365,101036858.70365,0.0103685870365,0.95,0.05,0.34,0.323,0.0,0.3229688420311581,5070453.703649998,True
A3,2026-04-01,2026-04-02,139260,ETF_003,TIGER 200 IT,80904.0,76098.0,401.0,397.0,-4.0,SELL,32442504.0,32118888.0,-323616.0,323616.0,65033966.0,48.5424,9755.0949,101646887.70365,101637132.60875,97611363.60875,-0.0339034203839143,0.95,0.05,0.3333333333333333,0.3166666666666666,0.3191686900890231,0.316015290628485,5163168.608750001,True
A3,2026-04-01,2026-04-02,227550,ETF_005,TIGER 200 산업재,14124.0,13853.0,0.0,2278.0,2278.0,BUY,0.0,32174472.0,32174472.0,32174472.0,65033966.0,4826.170800000001,9755.0949,101646887.70365,101637132.60875,97611363.60875,-0.0339034203839143,0.95,0.05,0.3333333333333333,0.3166666666666666,0.0,0.3165621773673501,5163168.608750001,True
A3,2026-04-01,2026-04-02,266390,ETF_006,KODEX 경기소비재,10788.0,10285.0,2956.0,2983.0,27.0,BUY,31889328.0,32180604.0,291276.0,291276.0,65033966.0,43.6914,9755.0949,101646887.70365,101637132.60875,97611363.60875,-0.0339034203839143,0.95,0.05,0.3333333333333333,0.3166666666666666,0.3137265559273479,0.3166225096479114,5163168.608750001,True
A3,2026-04-01,2026-04-02,266410,ETF_007,KODEX 필수소비재,9467.0,9263.0,3406.0,0.0,-3406.0,SELL,32244602.0,0.0,-32244602.0,32244602.0,65033966.0,4836.6903,9755.0949,101646887.70365,101637132.60875,97611363.60875,-0.0339034203839143,0.95,0.05,0.0,0.0,0.3172217342650831,0.0,5163168.608750001,True
A3,2026-04-02,2026-04-03,139260,ETF_003,TIGER 200 IT,78364.0,78568.0,397.0,394.0,-3.0,SELL,31110508.0,30875416.0,-235092.0,235092.0,610001.0,35.2638,91.50015,99544835.60875,99544744.1086,99187492.1086,0.0161469775810889,0.95,0.05,0.3267874078017423,0.3104480374116552,0.3125275943221848,0.3101662099439017,5023260.1086000055,True
A3,2026-04-02,2026-04-03,227550,ETF_005,TIGER 200 산업재,14079.0,14070.0,2278.0,2292.0,14.0,BUY,32071962.0,32269068.0,197106.0,197106.0,610001.0,29.5659,91.50015,99544835.60875,99544744.1086,99187492.1086,0.0161469775810889,0.95,0.05,0.3413493795092484,0.3242819105337859,0.3221860963842997,0.3241664669386815,5023260.1086000055,True
A3,2026-04-02,2026-04-03,266390,ETF_006,KODEX 경기소비재,10459.0,10320.0,2983.0,3000.0,17.0,BUY,31199197.0,31377000.0,177803.0,177803.0,610001.0,26.670449999999995,91.50015,99544835.60875,99544744.1086,99187492.1086,0.0161469775810889,0.95,0.05,0.3318632126890092,0.3152700520545587,0.3134185395877794,0.3152049892837008,5023260.1086000055,True
