strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,target_qty_at_close_floor,executable_qty_change_at_close,side
A2,2026-05-04,2026-05-06,117460,KODEX 에너지화학,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,557.0,18975.0,0.09371656925728356,0.09873461498094009,0.09379788423189309,8.131497460953097e-05,10578245.460166033,9170.460166033357,0.48329170835485413,557,0,HOLD
A2,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,603.0,17765.0,0.0949865088734778,0.10007255340578523,0.09506892573549597,8.2416862018167e-05,10721589.727739587,9294.727739587426,0.5232044885779581,603,0,HOLD
A2,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,91.0,124335.0,0.1003261607201194,0.10569811645604009,0.10041321063323808,8.704991311866972e-05,11324302.229416166,9817.2294161655,0.07895789131109905,91,0,HOLD
A2,2026-05-04,2026-05-06,139270,TIGER 200 금융,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,632.0,16910.0,0.09476328076401201,0.09983737256619946,0.09484550393788947,8.222317387746036e-05,10696392.884169107,9272.884169107303,0.548366893501319,632,0,HOLD
A2,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,655.0,16605.0,0.09644052855134075,0.10160442844353211,0.0965242070213555,8.367847001475304e-05,10885712.008124392,9437.00812439248,0.5683232836129166,655,0,HOLD
A2,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,856.0,12330.0,0.09358715458965086,0.09859827081594487,0.09366835727514762,8.120268549675902e-05,10563637.796535002,9157.796535002068,0.7427247798055205,856,0,HOLD
A2,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1038.0,10225.0,0.09411093152812729,0.09915009334600773,0.09419258867870733,8.16571505800473e-05,10622759.049750824,9209.049750823528,0.9006405624277288,1038,0,HOLD
A2,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,500.0,21135.0,0.09370260364566851,0.09871990158183988,0.09378390650274789,8.130285707937113e-05,10576669.093587143,9169.093587143347,0.43383456764340417,500,0,HOLD
A2,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,466.0,22610.0,0.09342559684766609,0.09842806247841744,0.09350665935449656,8.106250683047322e-05,10545401.987603357,9141.987603357062,0.404333817043656,466,0,HOLD
A2,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,2209.0,4805.0,0.09411709413134789,0.09915658592529322,0.09419875662902856,8.166249768067069e-05,10623454.652780874,9209.652780873701,1.9166811198488451,2210,1,BUY
