date,ticker,ETF_id,name,gics_sector,open,high,low,close,volume,amount,index_close,market_corr_active,market_corr_rolling20,market_corr_ewma20,market_beta_rolling20,market_score,market_rank,market_valid,flow_score_raw,flow_score,flow_rank,flow_valid,rotation_score_raw,rotation_score,rotation_rank,rotation_valid,tradable,all_rank_valid
2023-05-11,139260,ETF_003,TIGER 200 IT,Information Technology,29217.0,29217.0,28876.0,28935.0,14399.0,417.0,30952.0,,,,,,,False,0.0,,,False,-0.1187639505334313,0.5,5.0,True,True,False
2023-05-11,139270,ETF_004,TIGER 200 금융,Financials,5401.0,5433.0,5361.0,5393.0,24955.0,135.0,30952.0,,,,,,,False,0.0,,,False,1.284814775056457,1.0,1.0,True,True,False
2023-05-11,227550,ETF_005,TIGER 200 산업재,Industrials,5995.0,6028.0,5995.0,6004.0,8428.0,51.0,30952.0,,,,,,,False,0.0,,,False,0.9008663825670986,0.875,2.0,True,True,False
2023-05-11,266390,ETF_006,KODEX 경기소비재,Consumer Discretionary,9007.0,9069.0,9007.0,9045.0,4004.0,36.0,30952.0,,,,,,,False,0.0,,,False,0.7810062641249893,0.75,3.0,True,True,False
2023-05-11,266410,ETF_007,KODEX 필수소비재,Consumer Staples,6704.0,6704.0,6632.0,6632.0,5748.0,38.0,30952.0,,,,,,,False,0.0,,,False,-0.8495194950362377,0.125,8.0,True,True,False
2023-05-11,266420,ETF_008,KODEX 헬스케어,Health Care,12130.0,12145.0,11991.0,12016.0,33035.0,398.0,30952.0,,,,,,,False,0.0,,,False,-0.2121187028176934,0.375,6.0,True,True,False
2023-05-11,315270,ETF_009,TIGER 200 커뮤니케이션서비스,Communication Services,18166.0,18166.0,18090.0,18109.0,2269.0,41.0,30952.0,,,,,,,False,0.0,,,False,-0.4437368799897365,0.25,7.0,True,True,False
2023-05-12,117460,ETF_001,KODEX 에너지화학,Energy,16685.0,16753.0,16567.0,16616.0,8127.0,135.0,30805.0,,,,,,,False,0.0,,,False,0.4976436500219237,0.8571428571428572,2.0,True,True,False
2023-05-12,117680,ETF_002,KODEX 철강,Materials,8214.0,8237.0,8158.0,8162.0,27183.0,222.0,30805.0,,,,,,,False,0.0,,,False,-0.1484325729265534,0.4285714285714286,5.0,True,True,False
2023-05-12,139260,ETF_003,TIGER 200 IT,Information Technology,28828.0,28915.0,28692.0,28721.0,44536.0,1280.0,30805.0,,,,,,,False,0.0,,,False,0.634330842324128,1.0,1.0,True,True,False
2023-05-12,139270,ETF_004,TIGER 200 금융,Financials,5375.0,5375.0,5294.0,5312.0,41156.0,219.0,30805.0,,,,,,,False,0.0,,,False,-0.7032489663901216,0.1428571428571429,7.0,True,True,False
2023-05-12,227550,ETF_005,TIGER 200 산업재,Industrials,5923.0,5938.0,5914.0,5919.0,447.0,3.0,30805.0,,,,,,,False,0.0,,,False,-0.5514479665505538,0.2857142857142857,6.0,True,True,False
