date,ticker,name,gics_sector,market_corr_active,market_corr_rolling20,market_corr_ewma20,market_beta_rolling20,market_score,market_rank,market_valid,market_corr_mode,market_lookback,market_obs
2024-10-28,476800,KODEX 한국부동산리츠인프라,Real Estate,0.433094414119718,0.433094414119718,0.4990670386699025,0.26480415604893903,0.5,5.0,True,rolling,20,20
2024-10-29,476800,KODEX 한국부동산리츠인프라,Real Estate,0.5052954021392916,0.5052954021392916,0.49888793774903234,0.4036211165346168,0.375,6.0,True,rolling,20,20
2024-10-30,476800,KODEX 한국부동산리츠인프라,Real Estate,0.5147160002925214,0.5147160002925214,0.5079140769656093,0.40657586785150757,0.2857142857142857,6.0,True,rolling,20,20
2024-10-31,476800,KODEX 한국부동산리츠인프라,Real Estate,0.40858218046040945,0.40858218046040945,0.45959076161900514,0.3658000226258716,0.4285714285714286,5.0,True,rolling,20,20
2024-11-01,476800,KODEX 한국부동산리츠인프라,Real Estate,0.360159933699524,0.360159933699524,0.4645290492043861,0.3050362703432605,0.4444444444444444,6.0,True,rolling,20,20
2024-11-04,476800,KODEX 한국부동산리츠인프라,Real Estate,0.2461956598913592,0.2461956598913592,0.4009835827917078,0.1901441756073147,0.8571428571428572,2.0,True,rolling,20,20
2024-11-05,476800,KODEX 한국부동산리츠인프라,Real Estate,0.17454099739706205,0.17454099739706205,0.3917522461843798,0.14333330102172026,1.0,1.0,True,rolling,20,20
2024-11-06,476800,KODEX 한국부동산리츠인프라,Real Estate,0.12549161413634333,0.12549161413634333,0.39052710545479025,0.09931806235532561,1.0,1.0,True,rolling,20,20
2024-11-07,476800,KODEX 한국부동산리츠인프라,Real Estate,0.10419428009528055,0.10419428009528055,0.38344211260543914,0.07656437161241902,1.0,1.0,True,rolling,20,20
2024-11-08,476800,KODEX 한국부동산리츠인프라,Real Estate,0.09320851740497033,0.09320851740497033,0.3833756045385572,0.06530822718774679,1.0,1.0,True,rolling,20,20
2024-11-11,476800,KODEX 한국부동산리츠인프라,Real Estate,0.10793782845717577,0.10793782845717577,0.42747288267202393,0.0742771648645975,0.8888888888888888,2.0,True,rolling,20,20
2024-11-12,476800,KODEX 한국부동산리츠인프라,Real Estate,0.30962236593518744,0.30962236593518744,0.49403252368178463,0.23459818341375183,0.875,2.0,True,rolling,20,20
2024-11-13,476800,KODEX 한국부동산리츠인프라,Real Estate,-0.020407284176861825,-0.020407284176861825,0.30667682891080517,-0.016256061631604615,1.0,1.0,True,rolling,20,20
2024-11-14,476800,KODEX 한국부동산리츠인프라,Real Estate,-0.05482222895821725,-0.05482222895821725,0.30587807708207454,-0.043333476360294984,1.0,1.0,True,rolling,20,20
2024-11-15,476800,KODEX 한국부동산리츠인프라,Real Estate,0.02529275824144872,0.02529275824144872,0.3266353654294728,0.020472283265531733,1.0,1.0,True,rolling,20,20
2024-11-18,476800,KODEX 한국부동산리츠인프라,Real Estate,0.14805986032535787,0.14805986032535787,0.37252588864651404,0.10947434102417518,1.0,1.0,True,rolling,20,20
2024-11-19,476800,KODEX 한국부동산리츠인프라,Real Estate,0.15858086568712298,0.15858086568712298,0.3768513878872475,0.12736554617841203,1.0,1.0,True,rolling,20,20
2024-11-20,476800,KODEX 한국부동산리츠인프라,Real Estate,0.18930946555006414,0.18930946555006414,0.3780333847527862,0.16424475838809222,1.0,1.0,True,rolling,20,20
2024-11-21,476800,KODEX 한국부동산리츠인프라,Real Estate,0.19565608400493828,0.19565608400493828,0.37960196537752255,0.171874141865217,1.0,1.0,True,rolling,20,20
2024-11-22,476800,KODEX 한국부동산리츠인프라,Real Estate,0.2386571598239107,0.2386571598239107,0.3887360492333981,0.1992956217464769,1.0,1.0,True,rolling,20,20
2024-11-25,476800,KODEX 한국부동산리츠인프라,Real Estate,0.2655604341192971,0.2655604341192971,0.37781555197409344,0.21658946556961484,1.0,1.0,True,rolling,20,20
