strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,target_qty_at_close_floor,executable_qty_change_at_close,side
A4,2026-05-04,2026-05-06,117460,KODEX 에너지화학,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,127.0,18975.0,0.020069843704703546,0.06834742951623454,0.06493005804042282,0.04486021433571927,7796277.809607046,5386452.809607046,283.8710308093305,410,283,BUY
A4,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,822.0,17765.0,0.12161734389275407,0.11349342206559485,0.1078187509623151,-0.013798592930438974,12946006.22509426,-1656823.7749057394,-93.26337038591271,728,-94,SELL
A4,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,242.0,124335.0,0.25059202727164187,0.20530598322867744,0.19504068406724356,-0.05555134320439831,23418912.64316091,-6670157.356839091,-53.64665908102377,188,-54,SELL
A4,2026-05-04,2026-05-06,139270,TIGER 200 금융,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1039.0,16910.0,0.14632469920900973,0.12206094447617521,0.11595789725236645,-0.030366801956643277,13923289.28205331,-3646200.7179466896,-215.62393364557596,823,-216,SELL
A4,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,287.0,16605.0,0.039689832084763364,0.07145794567209948,0.0678850483884945,0.02819521630373114,8151089.223204302,3385454.2232043017,203.88161536912386,490,203,BUY
A4,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,2292.0,12330.0,0.23536190729146553,0.18784069584724242,0.17844866105488028,-0.05691324623658525,21426676.308684733,-6833683.691315267,-554.2322539590647,1737,-555,SELL
A4,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,255.0,10225.0,0.021715107416327494,0.05421389687420956,0.05150320203049908,0.029788094614171586,6184089.2066369355,3576714.2066369355,349.80090040459027,604,349,BUY
A4,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,255.0,21135.0,0.04488496775003243,0.05141615206658813,0.04884534446325872,0.003960376713226292,5864955.101448366,475530.1014483664,22.499649938413363,277,22,BUY
A4,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,139.0,22610.0,0.0261742259693983,0.07322892912159094,0.0695674826655114,0.043393256696113096,8353102.364973914,5210312.364973914,230.44282905678523,369,230,BUY
A4,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1074.0,4805.0,0.042978985331790474,0.05263460113158751,0.05000287107500813,0.007023885743217655,6003941.563336223,843371.5633362234,175.51957613657095,1249,175,BUY
