date,nav_open_pre,nav_open_post,nav_close,daily_return,commission,turnover_value,turnover_ratio,rebalanced,stock_weight,cash_weight,effective_num_positions
2026-04-01,100000000.0,99985752.03033563,100864650.04960838,0.008646500496083842,14247.969664364064,94986464.42909376,0.9498646442909376,True,0.95,0.050000000000000044,10
2026-04-02,101495619.47911708,101495619.47911708,98178860.038176,-0.026627664004301055,0.0,0.0,0.0,False,,,10
2026-04-03,99684152.2864426,99684152.2864426,98754143.14424482,0.005859541512756694,0.0,0.0,0.0,False,,,10
2026-04-06,99134239.80252531,99134239.80252531,99061728.39220852,0.003114656642956515,0.0,0.0,0.0,False,,,10
2026-04-07,99162531.86880946,99162531.86880946,98545063.27762964,-0.005215587522693688,0.0,0.0,0.0,False,,,10
2026-04-08,101468247.4914471,101468247.4914471,101478891.10555519,0.029771433802423086,0.0,0.0,0.0,False,,,10
2026-04-09,101874587.4177715,101874587.4177715,102064938.4032642,0.0057750660390978314,0.0,0.0,0.0,False,,,10
2026-04-10,102671273.36411017,102671273.36411017,103478900.52210884,0.013853553835088794,0.0,0.0,0.0,False,,,10
2026-04-13,102682981.84209956,102682981.84209956,103150989.60853896,-0.00316886739147193,0.0,0.0,0.0,False,,,10
2026-04-14,104348432.1071695,104348432.1071695,104143190.98133022,0.00961892248011087,0.0,0.0,0.0,False,,,10
2026-04-15,105218173.42656957,105218173.42656957,105552990.88627096,0.013537129904090284,0.0,0.0,0.0,False,,,10
2026-04-16,106449133.55142593,106449133.55142593,106762803.03088062,0.011461656694438771,0.0,0.0,0.0,False,,,10
2026-04-17,107211720.03149505,107211720.03149505,107073756.82131296,0.0029125667517591047,0.0,0.0,0.0,False,,,10
2026-04-20,107329368.74465927,107329368.74465927,106995756.68097657,-0.0007284711273048972,0.0,0.0,0.0,False,,,10
2026-04-21,107475255.181442,107475255.181442,107569622.64178683,0.005363445977781378,0.0,0.0,0.0,False,,,10
2026-04-22,107687029.87263013,107687029.87263013,108532135.53436255,0.00894781322958571,0.0,0.0,0.0,False,,,10
2026-04-23,109579250.57948735,109579250.57948735,108436400.79776461,-0.0008820865463172733,0.0,0.0,0.0,False,,,10
2026-04-24,108645613.56205507,108645613.56205507,109611571.07055405,0.010837414965304326,0.0,0.0,0.0,False,,,10
2026-04-27,110439746.70851399,110439746.70851399,110218453.4010751,0.00553666300549982,0.0,0.0,0.0,False,,,10
2026-04-28,110742046.79765977,110742046.79765977,110715619.84343456,0.004510736877701538,0.0,0.0,0.0,False,,,10
2026-04-29,111329023.74091722,111329023.74091722,110676859.5420374,-0.00035008882623766,0.0,0.0,0.0,False,,,10
2026-04-30,110501057.35593884,110501057.35593884,109198253.06231792,-0.013359671442049414,0.0,0.0,0.0,False,,,10
2026-05-04,110979901.38367283,110979901.38367283,110153495.78349406,0.008747783910343143,0.0,0.0,0.0,False,,,10
