strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,side
A1,2026-05-04,2026-05-06,117460,KODEX 에너지화학,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,526.4041166738365,18975.0,0.09067817632876955,0.0688888888888889,0.06544444444444446,-0.025233731884325095,7208934.335164224,-2779583.7787218234,-146.48662865464155,SELL
A1,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,478.99270647264456,17765.0,0.07724952685306975,0.1322222222222222,0.1256111111111111,0.04836158425804134,13836502.99813778,5327197.5676512495,299.8703950268083,BUY
A1,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,18.943412408525354,124335.0,0.021382246337813767,0.19333333333333336,0.18366666666666667,0.1622844203288529,20231525.392235074,17876196.210421074,143.77444975607088,BUY
A1,2026-05-04,2026-05-06,139270,TIGER 200 금융,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,353.7820093424387,16910.0,0.054310158160927643,0.11000000000000003,0.10450000000000002,0.05018984183907238,11511040.309375132,5528586.531394493,326.9418410049966,BUY
A1,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,519.2064742198526,16605.0,0.0782673617673106,0.16111111111111115,0.15305555555555558,0.07478819378824499,16859604.49352923,8238180.989108579,496.1265274982583,BUY
A1,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1104.7715276865551,12330.0,0.12366228451931154,0.13444444444444445,0.1277222222222222,0.004059937702910674,14069049.267014045,447216.3306388203,36.27058642650611,BUY
A1,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1847.8774033716047,10225.0,0.17152924939043024,0.05222222222222222,0.049611111111111106,-0.12191813827931913,5464837.318592233,-13429709.130882427,-1313.4189859053718,SELL
A1,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,332.1868760010273,21135.0,0.06373623982012325,0.035555555555555556,0.033777777777777775,-0.029958462042345473,3720740.3020202434,-3300029.3222614685,-156.14049312805622,SELL
A1,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,587.9967465471549,22610.0,0.12069164346414961,0.11222222222222224,0.10661111111111111,-0.014080532353038494,11743586.578251394,-1551019.8611797784,-68.59884392657136,SELL
A1,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,3509.9735117797186,4805.0,0.15310837485585044,0.0,0.0,-0.15310837485585044,0.0,-16865422.724101547,-3509.9735117797186,SELL
