strategy,nav_close_new,total_return_new,sharpe_new,max_drawdown_new,total_commission_new,avg_turnover_ratio_new,pending_positions_new,fallback_used_new,nav_close_old,total_return_old,sharpe_old,max_drawdown_old,total_commission_old,avg_turnover_ratio_old,pending_positions_old,fallback_used_old,nav_close_delta,total_return_delta,sharpe_delta,max_drawdown_delta,total_commission_delta,avg_turnover_ratio_delta,pending_positions_delta
A0,114636791.8374,0.1463679183740001,7.67811580268922,-0.0301926935836419,18012.162599999996,0.0514440986360212,10,False,114636791.8374,0.1463679183740001,7.67811580268922,-0.0301926935836419,18012.162599999996,0.0514440986360212,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0
A1,118873693.10995,0.1887369310994999,9.170345503831598,-0.0275332959648663,104681.89005,0.28393008547666,9,False,117642674.02330002,0.1764267402330002,7.973376047661216,-0.031730805253888,132415.9767,0.3570530262298834,10,False,1231019.0866499841,0.012310190866499704,1.1969694561703816,0.004197509289021701,-27734.086649999997,-0.0731229407532234,-1
A2,121038706.95289998,0.2103870695289997,10.46446349520502,-0.0197584413436515,62286.04709999999,0.1621898714480216,3,False,120124173.81304996,0.2012417381304996,8.668950225230432,-0.0302572130476795,95155.18695,0.2499685157606638,3,False,914533.1398500204,0.0091453313985001,1.7955132699745882,0.010498771704028,-32869.139850000014,-0.0877786443126422,0
A3,127873265.81945,0.2787326581945,12.14468085410108,-0.0182898946439814,37460.180550000005,0.0971277389356469,3,False,123041493.99090002,0.2304149399090003,8.905172109689342,-0.0339034203839143,76499.0091,0.1981352611968586,3,False,4831771.828549981,0.04831771828549969,3.2395087444117383,0.0156135257399329,-39038.82854999999,-0.1010075222612117,0
A4,120153021.18565002,0.2015302118565001,10.061842750046967,-0.0270677144135902,153486.81435,0.4112162561816581,9,False,120071936.556,0.2007193655599999,8.653510003109881,-0.0322120751183837,199731.444,0.5339610792655344,10,False,81084.62965002656,0.0008108462965002172,1.408332746937086,0.0051443607047934985,-46244.62964999999,-0.1227448230838763,-1
A5,114909120.54935,0.1490912054934998,7.739801729544381,-0.0303753552796963,33484.45065,0.0930951091953736,10,False,114806408.54940002,0.148064085494,7.748721929228469,-0.0296992219602405,40656.4506,0.1119858272783004,10,False,102711.9999499768,0.0010271199994998093,-0.008920199684087748,-0.000676133319455801,-7171.999949999998,-0.018890718082926805,0
