series_label,initial_nav,final_nav,total_return,sharpe,max_drawdown,turnover_multiple,avg_turnover_ratio,total_commission,commission_drag
pilot A0,100000000.0,114636791.8374,0.1463679183740001,7.67811580268922,-0.03019269358364196,1.20081084,0.05144409863602134,18012.162599999996,0.00018012162599999996
pilot A1,100000000.0,118873693.10995,0.18873693109949996,9.170345503831598,-0.02753329596486631,6.97879267,0.28393008547666004,104681.89004999999,0.0010468189004999998
pilot A2,100000000.0,121038706.95289998,0.21038706952899977,10.464463495205019,-0.019758441343651567,4.15240314,0.16218987144802166,62286.04709999999,0.0006228604709999999
pilot A3,100000000.0,127873265.81945,0.2787326581945,12.14468085410108,-0.018289894643981452,2.49734537,0.09712773893564697,37460.180550000005,0.00037460180550000005
pilot A4,100000000.0,120153021.18565002,0.2015302118565001,10.061842750046967,-0.027067714413590238,10.23245429,0.41121625618165814,153486.81435,0.0015348681435
pilot A5,100000000.00000001,114909120.54935,0.14909120549349986,7.739801729544381,-0.03037535527969637,2.2322967099999995,0.0930951091953737,33484.45065,0.0003348445064999999
BM,100000000.0,137299256.20390862,0.37299256203908615,8.404900082263687,-0.04465475386496787,0.0,0.0,0.0,0.0
