strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,side
A3,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,0.0,17765.0,0.0,0.2,0.19,0.19,20042570.68300031,20042570.68300031,1128.2054986209014,BUY
A3,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,0.0,124335.0,0.0,0.35,0.33249999999999996,0.33249999999999996,35074498.69525054,35074498.69525054,282.0967442413684,BUY
A3,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,0.0,16605.0,0.0,0.3,0.285,0.285,30063856.024500467,30063856.024500467,1810.5303236675982,BUY
A3,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1343.6410471863505,12330.0,0.15705310117296067,0.15,0.1425,-0.014553101172960686,15031928.012250233,-1535166.0995574687,-124.50657741747516,SELL
A3,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,4007.4449711673346,10225.0,0.38844636453440606,0.0,0.0,-0.38844636453440606,0.0,-40976124.830185995,-4007.4449711673346,SELL
A3,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,213.54870600066042,21135.0,0.042785772085558706,0.0,0.0,-0.042785772085558706,0.0,-4513351.901323958,-213.54870600066045,SELL
A3,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,440.9975599103661,22610.0,0.09452287571203632,0.0,0.0,-0.09452287571203632,0.0,-9970954.829573376,-440.997559910366,SELL
A3,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,5923.080301128273,4805.0,0.2697995305313587,0.0,0.0,-0.2697995305313587,0.0,-28460400.846921355,-5923.080301128273,SELL
