date,nav_open_pre,nav_open_post,nav_close,daily_return,commission,turnover_value,turnover_ratio,rebalanced,stock_weight,cash_weight,effective_num_positions
2026-04-01,100000000.0,99985770.4147,101327101.4147,0.013271014147000049,14229.585299999999,94863902.0,0.94863902,True,0.95,0.050000000000000044,10
2026-04-02,102288425.4147,102280230.37125,98584408.37125,-0.027067714413590238,8195.04345,54633623.0,0.5341134422443512,True,0.95,0.050000000000000044,10
2026-04-03,100328107.37125,100325522.45965001,99879543.45965001,0.013137321710374072,2584.9116,17232744.0,0.17176387008111957,True,0.95,0.050000000000000044,10
2026-04-06,100314947.45965001,100305276.79855001,100566881.79855001,0.006881672813989992,9670.6611,64471074.0,0.6426866148330725,True,0.95,0.050000000000000044,10
2026-04-07,100888750.79855001,100883005.93445002,100345421.93445002,-0.002202115250461989,5744.8641,38299094.0,0.37961709008047745,True,0.95,0.050000000000000044,10
2026-04-08,103136949.93445002,103133584.94425002,104079044.94425002,0.03720770651837979,3364.9901999999997,22433268.0,0.21750951539926036,True,0.95,0.050000000000000044,10
2026-04-09,104343564.94425002,104336864.17650002,104156723.17650002,0.0007463388263373449,6700.767749999999,44671785.0,0.4281220890226225,True,0.95,0.050000000000000044,10
2026-04-10,105097481.17650002,105091399.05930002,105722429.05930002,0.015032211412284946,6082.1172,40547448.0,0.3858079903161987,True,0.95,0.050000000000000044,10
2026-04-13,104554122.05930002,104548161.72965002,105348002.72965002,-0.003541597870779012,5960.32965,39735531.0,0.38004748370861147,True,0.95,0.050000000000000044,10
2026-04-14,106789257.72965002,106781565.20990002,106899355.20990002,0.014725979041398274,7692.5197499999995,51283465.0,0.48023055961143885,True,0.95,0.050000000000000044,10
2026-04-15,108446030.20990002,108437436.06400003,108532060.06400003,0.015273290010909157,8594.1459,57294306.0,0.5283209158427047,True,0.95,0.050000000000000044,10
2026-04-16,109458898.06400003,109455937.53950003,110091529.53950003,0.014368744816788626,2960.5244999999995,19736830.0,0.18031270503435895,True,0.95,0.050000000000000044,10
2026-04-17,110398872.53950003,110392842.75010003,110201109.75010003,0.0009953555106225753,6029.7894,40198596.0,0.36412143598311836,True,0.95,0.050000000000000044,10
2026-04-20,110558733.75010003,110550511.45900004,110840875.45900004,0.005805437988335882,8222.291099999999,54815274.0,0.4958022956730038,True,0.95,0.050000000000000044,10
2026-04-21,111452762.45900004,111445534.48115003,112717698.48115003,0.01693258930316044,7227.977849999999,48186519.0,0.43234925664338114,True,0.95,0.050000000000000044,10
2026-04-22,112898499.48115003,112889274.03760003,114028010.03760003,0.011624718869407413,9225.44355,61502957.0,0.5447632810236664,True,0.95,0.050000000000000044,10
2026-04-23,114686108.03760003,114677123.70945002,113813663.70945002,-0.0018797690855021365,8984.32815,59895521.0,0.5222561130103321,True,0.95,0.050000000000000044,10
2026-04-24,114033928.70945002,114029082.69335002,114685932.69335002,0.0076640093594277925,4846.0161,32306774.0,0.28330843605603784,True,0.95,0.050000000000000044,10
2026-04-27,115828053.69335002,115821813.92495002,116418669.92495002,0.015108542006045722,6239.768399999999,41598456.0,0.35913973060559395,True,0.95,0.050000000000000044,10
2026-04-28,117393502.92495002,117385118.75190002,117923760.75190002,0.01292825994250113,8384.17305,55894487.0,0.47612930534778825,True,0.95,0.050000000000000044,10
2026-04-29,118394807.75190002,118391573.44140002,118947448.44140002,0.008680928109592312,3234.3104999999996,21562070.0,0.18212006429525174,True,0.95,0.050000000000000044,10
2026-04-30,118971308.44140002,118965799.07565002,117191734.07565002,-0.014760420578630251,5509.36575,36729105.0,0.30872237584989765,True,0.95,0.050000000000000044,10
2026-05-04,119536819.07565002,119533016.18565002,120153021.18565002,0.025268737026183263,3802.89,25352600.0,0.21209030151584812,True,0.95,0.050000000000000044,10
