strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,target_qty_at_close_floor,executable_qty_change_at_close,side
A4,2026-05-04,2026-05-06,117460,KODEX 에너지화학,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,752.0,18975.0,0.11875856186714165,0.1926900584795322,0.18305555555555558,0.06429699368841393,21994678.044817604,7725478.044817604,407.13981790870116,1159,407,BUY
A4,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,938.0,17765.0,0.13868623390046012,0.11874269005847954,0.11280555555555556,-0.025880678344904554,13553928.306525689,-3109641.6934743114,-175.04315752740283,762,-176,SELL
A4,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,198.0,124335.0,0.20489147719358544,0.3105263157894737,0.295,0.09010852280641454,35445141.24976675,10826811.249766752,87.07774359405438,285,87,BUY
A4,2026-05-04,2026-05-06,139270,TIGER 200 금융,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,556.0,16910.0,0.07824988424945975,0.04611111111111112,0.043805555555555556,-0.034444328693904194,5263369.8447158355,-4138590.1552841645,-244.74217358274183,311,-245,SELL
A4,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,496.0,16605.0,0.06854659099478093,0.07520467836257311,0.07144444444444445,0.0028978534496635205,8584265.84693033,348185.8469303306,20.96873513582238,516,20,BUY
A4,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1173.0,12330.0,0.12037225412462071,0.1533918128654971,0.14572222222222225,0.02534996809760154,17508965.25388667,3045875.25388667,247.02962318626683,1420,247,BUY
A4,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,422.0,10225.0,0.03591212237046386,0.02666666666666667,0.025333333333333333,-0.010578789037130526,3043876.536703134,-1271073.463296866,-124.3103631586177,297,-125,SELL
A4,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,624.0,21135.0,0.10976203402844674,0.021111111111111115,0.02005555555555556,-0.08970647847289118,2409735.5915566483,-10778504.408443352,-509.9836483767851,114,-510,SELL
A4,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,199.0,22610.0,0.03744716492020565,0.05555555555555557,0.05277777777777779,0.015330612857572139,6341409.4514648635,1842019.4514648635,81.46923712803465,280,81,BUY
A4,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,903.0,4805.0,0.036111576364741466,0.0,0.0,-0.036111576364741466,0.0,-4338915.0,-903.0,0,-903,SELL
