date,nav_open_pre,nav_open_post,nav_close,daily_return,commission,turnover_value,turnover_ratio,rebalanced,stock_weight,cash_weight,effective_num_positions
2026-04-01,100000000.0,99985752.03033563,100484038.81337574,0.004840388133757312,14247.969664364062,94986464.42909375,0.9498646442909375,True,0.95,0.050000000000000044,4
2026-04-02,100746291.98086184,100746291.98086184,98068837.72919653,-0.024035668875380778,0.0,0.0,0.0,False,,,4
2026-04-03,99095992.62487896,99095992.62487896,97881711.54324275,-0.0019081105709696233,0.0,0.0,0.0,False,,,4
2026-04-06,98045459.06051742,98045459.06051742,97745543.94383512,-0.001391144446299064,0.0,0.0,0.0,False,,,4
2026-04-07,97802238.93933892,97802238.93933892,97089693.40141955,-0.006709774338075514,0.0,0.0,0.0,False,,,4
2026-04-08,99064462.1140206,99064462.1140206,98790700.2240973,0.01751995256226513,0.0,0.0,0.0,False,,,4
2026-04-09,99400725.2773434,99400725.2773434,99980101.27890289,0.012039605470024473,0.0,0.0,0.0,False,,,4
2026-04-10,100371024.50085908,100371024.50085908,101387028.58699192,0.014072073243497574,0.0,0.0,0.0,False,,,4
2026-04-13,100808402.75593235,100808402.75593235,101414017.76095483,0.0002661994767876319,0.0,0.0,0.0,False,,,4
2026-04-14,102526799.71955563,102526799.71955563,101872766.98094079,0.0045235287006111236,0.0,0.0,0.0,False,,,4
2026-04-15,102583216.54628886,102583216.54628886,103323384.75538473,0.014239504996613306,0.0,0.0,0.0,False,,,4
2026-04-16,104137034.51281556,104137034.51281556,104148997.61237034,0.007990571146504921,0.0,0.0,0.0,False,,,4
2026-04-17,104597233.82459429,104597233.82459429,104662832.09072788,0.004933647851993461,0.0,0.0,0.0,False,,,4
2026-04-20,104923653.46686375,104923653.46686375,104509639.19984566,-0.001463679969498921,0.0,0.0,0.0,False,,,4
2026-04-21,104736216.99959849,104736216.99959849,104151232.59616385,-0.003429411932007964,0.0,0.0,0.0,False,,,4
2026-04-22,104229195.02722253,104229195.02722253,104855254.88846838,0.006759615558601384,0.0,0.0,0.0,False,,,4
2026-04-23,105889460.46597606,105889460.46597606,105048019.34252962,0.0018383862045472377,0.0,0.0,0.0,False,,,4
2026-04-24,105167802.337288,105167802.337288,106001816.17242463,0.009079626973117483,0.0,0.0,0.0,False,,,4
2026-04-27,106639397.17953011,106639397.17953011,106654976.34542741,0.006161782850402586,0.0,0.0,0.0,False,,,4
2026-04-28,106343656.55998024,106343656.55998024,105979282.28192802,-0.006335326176539535,0.0,0.0,0.0,False,,,4
2026-04-29,106533294.4204879,106533294.4204879,104796285.92459086,-0.011162524711104682,0.0,0.0,0.0,False,,,4
2026-04-30,104510041.64618962,104510041.64618962,103428037.08079512,-0.013056272287934823,0.0,0.0,0.0,False,,,4
2026-05-04,104577842.54824665,104577842.54824665,103404426.74014391,-0.0002282779536149082,0.0,0.0,0.0,False,,,4
