strategy,as_of_date,next_open_date,nav_close,pending_positions,cash_weight,stock_weight,regime_key,fallback_used,total_return,cagr,annual_vol,sharpe,sortino,max_drawdown,calmar,total_commission,commission_drag,total_turnover_value,avg_turnover_ratio
A0,2026-05-04,2026-05-06,114636791.8374,10,0.05,0.95,DRAI_RISK_ON,False,0.1463679183740001,3.46668117787888,0.1980510157645331,7.67811580268922,8.857903946001704,-0.03019269358364196,114.81854602588642,18012.162599999996,0.00018012162599999996,120081084.0,0.05144409863602129
A1,2026-05-04,2026-05-06,117642674.02330002,10,0.05,0.95,DRAI_RISK_ON,False,0.1764267402330002,4.931243088464119,0.2272792465134245,7.973376047661216,10.384057961372106,-0.03173080525388805,155.4086966595303,132415.9767,0.001324159767,882773178.0,0.3570530262298834
A2,2026-05-04,2026-05-06,120124173.81304997,3,0.05,0.95,DRAI_RISK_ON,False,0.20124173813049961,6.455424197049757,0.2358589530591647,8.668950225230432,12.407604750509332,-0.030257213047679588,213.35157956806006,95155.18695,0.0009515518695,634367913.0,0.24996851576066387
A3,2026-05-04,2026-05-06,123041493.99090002,3,0.05,0.95,DRAI_RISK_ON,False,0.2304149399090003,8.697332049171726,0.2600461121276745,8.905172109689342,12.038925416307958,-0.03390342038391436,256.53258434356127,76499.0091,0.000764990091,509993394.0,0.19813526119685865
A4,2026-05-04,2026-05-06,120071936.556,10,0.05,0.95,DRAI_RISK_ON,False,0.20071936555999992,6.419979192589366,0.23571462996745332,8.653510003109881,11.35267946171923,-0.032212075118383754,199.30349625086464,199731.44399999996,0.0019973144399999996,1331542960.0,0.5339610792655344
A5,2026-05-04,2026-05-06,114806408.54940002,10,0.05,0.95,DRAI_RISK_ON,False,0.14806408549400008,3.5396275275733187,0.19835539777829345,7.748721929228469,9.070318431827404,-0.02969922196024055,119.18250021202404,40656.4506,0.000406564506,271043004.0,0.11198582727830049
