strategy,nav_close_new,total_return_new,sharpe_new,max_drawdown_new,total_commission_new,avg_turnover_ratio_new,pending_positions_new,nav_close_old,total_return_old,sharpe_old,max_drawdown_old,total_commission_old,avg_turnover_ratio_old,pending_positions_old,nav_close_delta,total_return_delta,sharpe_delta,max_drawdown_delta,total_commission_delta,avg_turnover_ratio_delta,pending_positions_delta
A0,114636791.8374,0.1463679183740001,7.67811580268922,-0.0301926935836419,18012.162599999996,0.0514440986360212,10,114636791.8374,0.1463679183740001,7.67811580268922,-0.0301926935836419,18012.162599999996,0.0514440986360212,10,0.0,0.0,0.0,0.0,0.0,0.0,0
A1,117642674.02330002,0.1764267402330002,7.973376047661216,-0.031730805253888,132415.9767,0.3570530262298834,10,113778436.83075,0.1377843683074999,7.240665187990118,-0.0303435390574927,128437.16925,0.3512294780780707,9,3864237.1925500184,0.038642371925500296,0.7327108596710987,-0.001387266196395301,3978.807449999993,0.005823548151812685,1
A2,120124173.81304996,0.2012417381304996,8.668950225230432,-0.0302572130476795,95155.18695,0.2499685157606638,3,112777015.67354998,0.1277701567354998,7.554125541446091,-0.0301926935836419,169036.32645,0.4647201595120614,10,7347158.139499977,0.07347158139499979,1.1148246837843416,-6.451946403760248e-05,-73881.13949999999,-0.2147516437513976,-7
A3,123041493.99090002,0.2304149399090003,8.905172109689342,-0.0339034203839143,76499.0091,0.1981352611968586,3,105263086.28135,0.0526308628134999,2.635118944814239,-0.0524267649548967,219897.71865,0.6005445953927542,3,17778407.709550023,0.1777840770955004,6.270053164875103,0.018523344570982397,-143398.70955,-0.4024093341958956,0
A4,120071936.556,0.2007193655599999,8.653510003109881,-0.0322120751183837,199731.444,0.5339610792655344,10,113487599.25450002,0.1348759925450002,7.476509168930071,-0.0283909834338397,178791.74550000002,0.4837782558320983,10,6584337.301499978,0.06584337301499968,1.1770008341798102,-0.003821091684544,20939.69849999997,0.05018282343343605,0
A5,114806408.54940002,0.148064085494,7.748721929228469,-0.0296992219602405,40656.4506,0.1119858272783004,10,114821024.58995004,0.1482102458995005,7.860183944572514,-0.0290574583001816,43799.41005,0.1206340425338746,10,-14616.040550023317,-0.00014616040550050058,-0.11146201534404465,-0.0006417636600589,-3142.959450000002,-0.008648215255574188,0
