strategy,decision_date,execution_date,ticker,name,regime_date,regime_key,regime_name,cash_weight,stock_weight,current_qty,current_close,current_portfolio_weight_at_close,target_sleeve_weight,target_portfolio_weight,delta_portfolio_weight,target_value_at_close,delta_value_at_close,indicative_qty_change_at_close,target_qty_at_close_floor,executable_qty_change_at_close,side
A1,2026-05-04,2026-05-06,117460,KODEX 에너지화학,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,355.0,18975.0,0.05920388069683412,0.0688888888888889,0.06544444444444446,0.006240563747610339,7446166.5881457515,710041.5881457515,37.4198465425956,392,37,BUY
A1,2026-05-04,2026-05-06,117680,KODEX 철강,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,365.0,17765.0,0.05698992867730768,0.1322222222222222,0.1256111111111111,0.06862118243380341,14291835.870795874,7807610.870795874,439.49399779318173,804,439,BUY
A1,2026-05-04,2026-05-06,139260,TIGER 200 IT,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,100.0,124335.0,0.10927817560453332,0.19333333333333336,0.18366666666666667,0.07438849106213336,20897306.231247753,8463806.231247753,68.07259606102669,168,68,BUY
A1,2026-05-04,2026-05-06,139270,TIGER 200 금융,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,637.0,16910.0,0.09467233247388776,0.11000000000000003,0.10450000000000002,0.009827667526112263,11889846.648813378,1118176.648813378,66.12517142598332,703,66,BUY
A1,2026-05-04,2026-05-06,227550,TIGER 200 산업재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,770.0,16605.0,0.11237498383827742,0.16111111111111115,0.15305555555555558,0.040680571717278166,17414421.85937313,4628571.85937313,278.7456705433984,1048,278,BUY
A1,2026-05-04,2026-05-06,266390,KODEX 경기소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1314.0,12330.0,0.14239622595712542,0.13444444444444445,0.1277222222222222,-0.014674003734903213,14532034.792994125,-1669585.2070058752,-135.40837039788119,1178,-136,SELL
A1,2026-05-04,2026-05-06,266410,KODEX 필수소비재,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,1117.0,10225.0,0.10038215779840322,0.05222222222222222,0.049611111111111106,-0.05077104668729211,5644674.6716588745,-5776650.3283411255,-564.9535773438754,552,-565,SELL
A1,2026-05-04,2026-05-06,266420,KODEX 헬스케어,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,521.0,21135.0,0.09677875093661027,0.035555555555555556,0.033777777777777775,-0.06300097315883249,3843182.755172,-7168152.244828001,-339.1602670843625,181,-340,SELL
A1,2026-05-04,2026-05-06,315270,TIGER 200 커뮤니케이션서비스,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,235.0,22610.0,0.04669909473184116,0.11222222222222224,0.10661111111111111,0.059912016379269954,12130045.571011625,6816695.571011625,301.4902950469538,536,301,BUY
A1,2026-05-04,2026-05-06,476800,KODEX 한국부동산리츠인프라,2025-12-12,DRAI_RISK_ON,DRAI Risk-On,0.05,0.95,3093.0,4805.0,0.13062110373433608,0.0,0.0,-0.13062110373433608,0.0,-14861865.0,-3093.0,0,-3093,SELL
