strategy,as_of_date,next_open_date,nav_close,pending_positions,cash_weight,stock_weight,regime_key,fallback_used,total_return,cagr,annual_vol,sharpe,sortino,max_drawdown,calmar,total_commission,commission_drag,total_turnover_value,avg_turnover_ratio
A0,2026-05-04,2026-05-06,115597616.33325139,10,0.05,0.95,DRAI_RISK_ON,False,0.15597616333251407,3.894414651171531,0.20110049513759276,8.0222331935757,9.374024883232083,-0.030370334699721946,128.23087692896536,14247.969664364064,0.00014247969664364063,94986464.42909376,0.04129846279525816
A1,2026-05-04,2026-05-06,110153495.78349406,9,0.05,0.95,DRAI_RISK_ON,False,0.10153495783494049,1.8850617622323793,0.1657373931292418,6.4892960425393404,7.546040738409936,-0.026627664004301055,70.79335843834792,14247.969664364064,0.00014247969664364063,94986464.42909376,0.04129846279525816
A2,2026-05-04,2026-05-06,103404426.74014391,4,0.05,0.95,DRAI_RISK_ON,False,0.03404426740143918,0.44310625145246707,0.15095871470799366,2.5072396024701136,3.4013006010951266,-0.03377994606944823,13.117435135671455,14247.969664364062,0.00014247969664364063,94986464.42909376,0.04129846279525816
A3,2026-05-04,2026-05-06,105487214.12105428,4,0.05,0.95,DRAI_RISK_ON,False,0.054872141210542846,0.7955163500262485,0.14725801050319318,4.052921881711741,5.729005363477348,-0.03063887369261753,25.964281781609,14247.969664364062,0.00014247969664364063,94986464.42909376,0.04129846279525816
A4,2026-05-04,2026-05-06,107867109.97769567,9,0.05,0.95,DRAI_RISK_ON,False,0.07867109977695663,1.2927120604311932,0.14836152327539195,5.676094187497791,7.206679349179852,-0.024284872371659216,53.231165502842266,14247.969664364062,0.00014247969664364063,94986464.42909376,0.04129846279525816
A5,2026-05-04,2026-05-06,115106832.48027666,10,0.05,0.95,DRAI_RISK_ON,False,0.15106832480276666,3.6714915189094466,0.20086532017609815,7.79790747111359,8.95796348383052,-0.030765360417357113,119.33848552731646,14247.969664364058,0.00014247969664364058,94986464.42909372,0.04129846279525814
