date,nav_open_pre,nav_open_post,nav_close,daily_return,commission,turnover_value,turnover_ratio,rebalanced,stock_weight,cash_weight,effective_num_positions
2026-04-01,100000000.0,99985756.3936,100297016.3936,0.0029701639360000254,14243.606399999999,94957376.0,0.94957376,True,0.95,0.050000000000000044,4
2026-04-02,100759233.3936,100744863.54885,97703398.54885,-0.02585937187375298,14369.844749999998,95798965.0,0.950771078475523,True,0.95,0.050000000000000044,4
2026-04-03,99313615.54885,99313512.2461,99023855.2461,0.013514951545823495,103.30274999999999,688685.0,0.006934446965746124,True,0.95,0.050000000000000044,4
2026-04-06,99309111.2461,99292147.25725,99318132.25725,0.00297177897607237,16963.988849999998,113093259.0,1.13880043412876,True,0.95,0.050000000000000044,10
2026-04-07,99560286.25725,99560113.20525,98920051.20525,-0.004008140738781751,173.052,1153680.0,0.011587752942162606,True,0.95,0.050000000000000044,10
2026-04-08,102230009.20525,102229821.83289999,102843219.83289999,0.039659993902649626,187.37234999999998,1249149.0,0.012219005062320295,True,0.95,0.050000000000000044,10
2026-04-09,103103480.83289999,103103257.56899999,103050106.56899999,0.0020116711285016464,223.26389999999998,1488426.0,0.014436234237448248,True,0.95,0.050000000000000044,10
2026-04-10,103821705.56899999,103821595.40914999,104458270.40914999,0.013664846034944444,110.15984999999999,734399.0,0.0070736557059536825,True,0.95,0.050000000000000044,10
2026-04-13,103464540.40914999,103464397.53324999,104131371.53324999,-0.0031294685870212335,142.8759,952506.0,0.009206110578883547,True,0.95,0.050000000000000044,10
2026-04-14,105519875.53324999,105501963.47674999,105291823.47674999,0.011144114654529913,17912.0565,119413710.0,1.131670307575107,True,0.95,0.050000000000000044,4
2026-04-15,106563709.47674999,106557481.89269999,106758492.89269999,0.013929566109887492,6227.5840499999995,41517227.0,0.38960005431359546,True,0.95,0.050000000000000044,4
2026-04-16,107500603.89269999,107500534.10669999,107930647.10669999,0.010979493829854858,69.78599999999999,465240.0,0.004327789641669101,True,0.95,0.050000000000000044,4
2026-04-17,108226767.10669999,108195935.15869999,107800475.15869999,-0.0012060703006006035,30831.947999999997,205546320.0,1.8992188854477503,True,0.95,0.050000000000000044,1
2026-04-20,108256775.15869999,108225932.15149999,107620206.15149999,-0.0016722468702908833,30843.007199999996,205620048.0,1.8993734821545298,True,0.95,0.050000000000000044,3
2026-04-21,107872533.15149999,107872507.00874999,107586211.00874999,-0.00031588066930610115,26.142749999999996,174285.0,0.0016156568767623915,True,0.95,0.050000000000000044,3
2026-04-22,107641111.00874999,107641081.95899999,108332502.95899999,0.006936687733982039,29.049749999999996,193665.0,0.0017991731800711091,True,0.95,0.050000000000000044,3
2026-04-23,109467779.95899999,109457498.31009999,108978161.31009999,0.0059599689240481535,10281.648899999998,68544326.0,0.6261598255274069,True,0.95,0.050000000000000044,3
2026-04-24,108961226.31009999,108961222.50805,110178693.50805,0.011016264024990008,3.8020499999999995,25347.0,0.00023262403387296036,True,0.95,0.050000000000000044,3
2026-04-27,110947716.50805,110947653.3588,110882445.3588,0.006387367905198227,63.149249999999995,420995.0,0.0037945350589478244,True,0.95,0.050000000000000044,3
2026-04-28,111328323.3588,111317645.68935,110467888.68935,-0.003738704247625013,10677.66945,71184463.0,0.6394101775033442,True,0.95,0.050000000000000044,3
2026-04-29,110416385.68935,110395387.79535,107066107.79535,-0.030794296282481204,20997.893999999997,139985960.0,1.267800599757379,True,0.95,0.050000000000000044,1
2026-04-30,106233787.79535,106211117.45835,105069237.45835,-0.01865081656668499,22670.337,151135580.0,1.4226695963354836,True,0.95,0.050000000000000044,4
2026-05-04,106470862.45835,106448116.28135,105263086.28135,0.0018449626902150573,22746.177,151641180.0,1.4242505085306323,True,0.95,0.050000000000000044,3
